"id_policy","id_person","product","benefit_amount","benefit_currency","start_date","n-year","h-payment","birthday","gender","int_rate","base_date","x","x_base","maturity_date","t","apv_ben_0","apv_ann_0","pure_premium","gross_premium","apv_ben_t","apv_ann_t","res_t","apv_ben_exp_t","apv_ann_exp_t","res_exp_t"
"P10228","ID0820","h-payment years, whole life insurance",1500000,"MXN",2010-04-13,NA,"up to 65 years of age",1996-04-22,"f",0.05,2025-12-31,13,29,NA,15,98381.8948369888,18.5275764101735,5310.02504909209,7080.03,184272.452672098,18.5275764101735,85890.6050636075,196824.521914075,18.4327112993614,98946.4101784618
"P10229","ID0063","n-year term insurance",5e+05,"MXN",2010-07-24,10,NA,1985-01-09,"f",0.05,2025-12-31,25,40,2020-07-24,15,4267.86255185001,7.89353785896926,540.678036655076,720.9,0,0,0,0,0,0
"P10230","ID0228","n-year endowment insurance",5e+05,"MXN",2017-09-17,15,NA,1982-01-11,"m",0.05,2025-12-31,35,43,2032-09-17,8,250594.988956658,10.2472838148065,24454.771965481,32606.36,359231.201361355,5.78423634585675,217779.031897788,357503.281238278,5.85429244570239,214337.905965889
"P10231","ID0835","n-year endowment insurance",1e+06,"MXN",2016-05-23,10,NA,1966-11-29,"m",0.05,2025-12-31,49,59,2026-05-23,9,635059.330534903,7.49920496805273,84683.5542221224,112911.41,952793.210178062,0.970226414538583,870630.985814465,952664.343417688,0.972650823394564,870296.811487332
"P10232","ID0683","n-year term insurance",1e+06,"MXN",2015-07-04,20,NA,1967-03-11,"m",0.05,2025-12-31,48,58,2035-07-04,10,182358.610003361,11.4180707974532,15971.0526618942,21294.74,161847.971219991,7.23108697330168,46359.8834596061,122016.158990595,7.4157948667345,3578.09130526052
"P10233","ID0195","h-payment years, whole life insurance",5e+05,"MXN",2014-10-02,NA,"up to 65 years of age",1991-11-15,"m",0.05,2025-12-31,22,34,NA,11,71484.2685844161,16.8307449877829,4247.24328223767,5662.99,104258.106577389,16.8307449877829,32773.8511586156,79938.6422449769,17.3959394599009,6053.86884345891
"P10234","ID0062","h-payment years, whole life insurance",1e+06,"MXN",2025-03-01,NA,"up to 65 years of age",1976-12-18,"m",0.05,2025-12-31,48,49,NA,0,334850.15841105,10.5286306875344,31803.7709127268,42405.03,334850.15841105,10.5286306875344,-0.0167118129902519,278368.81009514,10.8877157799103,-67901.625613787
"P10235","ID0042","n-year term insurance",1e+06,"MXN",2017-05-16,15,NA,1988-06-27,"m",0.05,2025-12-31,28,37,2032-05-16,8,47079.6282463274,10.3818151276268,4534.81666428878,6046.42,34102.9602175274,5.83666790843017,7634.75103635962,17395.3494733436,5.88916556125998,-9310.92685134162
"P10236","ID0623","n-year term insurance",1e+06,"MXN",2021-04-08,15,NA,1986-03-08,"m",0.05,2025-12-31,35,39,2036-04-08,4,69710.2901523245,10.2472838148065,6802.80661804238,9070.41,63841.9952748471,8.23631609030298,7811.92240336334,35102.2300084452,8.37429127262046,-21866.4614681218
"P10237","ID0308","n-year endowment insurance",5e+05,"MXN",2012-05-07,15,NA,2004-07-19,"f",0.05,2025-12-31,7,21,2027-05-07,13,240853.804079609,10.6446419031362,22626.7643638296,30169.02,453548.273316349,1.90807545413836,410374.698413292,453560.457356235,1.90759568094923,410397.738168382
"P10238","ID0604","n-year endowment insurance",1500000,"MXN",2020-09-17,10,NA,1967-02-26,"m",0.05,2025-12-31,53,58,2030-09-17,5,960278.534577298,7.39490683296326,129856.745496346,173142.33,1189506.95010096,4.25466714690677,637009.712708539,1185380.2351742,4.31020208902304,625671.41082596
"P10239","ID0381","h-payment years, whole life insurance",1e+06,"MXN",2010-02-12,NA,"up to 65 years of age",2000-11-04,"m",0.05,2025-12-31,9,25,NA,15,83324.4503720357,18.423373971238,4522.75736801083,6030.34,153369.708504259,18.423373971238,70045.3017589721,111149.505908662,18.8059080367469,26094.9913059249
"P10240","ID0545","n-year endowment insurance",1e+06,"MXN",2011-04-16,10,NA,2006-04-19,"m",0.05,2025-12-31,4,19,2021-04-16,14,613949.311141775,7.92859929323396,77434.7761105423,103246.37,0,0,0,0,0,0
"P10241","ID0154","n-year term insurance",1e+06,"MXN",2017-08-02,20,NA,2001-02-06,"m",0.05,2025-12-31,16,24,2037-08-02,8,32140.9237071277,12.5666516193633,2557.63624875249,3410.18,30370.6574904757,8.95037439235564,7478.86668148315,12869.5040079382,9.04191390757892,-10256.4114690724
"P10242","ID0030","n-year endowment insurance",1500000,"MXN",2018-04-09,15,NA,1994-06-04,"m",0.05,2025-12-31,23,31,2033-04-09,7,737313.655352458,10.4440206141959,70596.7253980975,94128.97,1022303.08396154,6.54165470301901,560483.669493415,1018894.97160945,6.58774879398999,553821.465161688
"P10243","ID0455","h-payment years, whole life insurance",1e+06,"MXN",2016-07-24,NA,"up to 65 years of age",2005-07-30,"m",0.05,2025-12-31,10,20,NA,9,87490.6728906375,18.3176612090001,4776.30150991384,6368.4,128185.464276774,18.3176612090001,40694.8190442269,91082.3740889604,18.7193219777844,1673.27652646859
"P10244","ID0963","n-year endowment insurance",1500000,"MXN",2022-04-01,15,NA,1977-12-31,"m",0.05,2025-12-31,44,48,2037-04-01,3,771555.882325646,9.97842009366439,77322.4493540346,103096.6,874845.991411281,8.5639424587938,212660.978838321,859657.947554814,8.77028292150044,181518.184871242
"P10245","ID0319","n-year term insurance",5e+05,"MXN",2025-04-10,20,NA,1985-11-13,"m",0.05,2025-12-31,39,40,2045-04-10,0,57523.6093955065,11.9428544853177,4816.57123648496,6422.09,57523.6093955065,11.9428544853177,0.0446242961043026,35034.5119529544,12.3080735054481,-24248.1548809982
"P10246","ID0968","n-year endowment insurance",2e+06,"MXN",2023-01-10,15,NA,1997-10-14,"f",0.05,2025-12-31,25,28,2038-01-10,2,969546.922662773,10.5820873264307,91621.5197205141,122162.03,1067117.29548033,9.58013645231935,189370.607961078,1069358.64263773,9.55733389870723,193701.159797316
"P10247","ID0194","n-year term insurance",1e+06,"MXN",2023-10-23,10,NA,1985-03-27,"m",0.05,2025-12-31,38,40,2033-10-23,2,54844.7675267631,7.69718984756864,7125.29749335562,9500.4,49074.9074526964,6.46577950315908,3004.28875883704,26419.8692247973,6.5476411079707,-20234.0379618263
"P10248","ID0678","n-year term insurance",5e+05,"MXN",2011-05-18,20,NA,1975-03-23,"f",0.05,2025-12-31,36,50,2031-05-18,14,21328.2934712306,12.5094665074873,1704.9722670799,2273.3,16152.4982431067,5.12784187565121,7409.65604116824,20619.8178367237,5.10272438385877,11919.8003303541
"P10249","ID0952","n-year endowment insurance",5e+05,"MXN",2018-03-14,10,NA,2000-10-27,"m",0.05,2025-12-31,17,25,2028-03-14,7,308620.889919537,7.86164101994749,39256.5482367443,52342.06,432187.968830047,2.78571850280094,322830.285067509,432018.376434987,2.79247908385565,322395.295618049
"P10250","ID0993","h-payment years, whole life insurance",5e+05,"MXN",2012-10-31,NA,"up to 65 years of age",1992-09-04,"m",0.05,2025-12-31,20,33,NA,13,66508.8532865286,17.1097612584324,3887.18768672184,5182.92,104258.106577389,17.1097612584324,37749.2137112233,79938.6422449769,17.6546840953896,11311.5307762194
"P10251","ID0259","n-year endowment insurance",2e+06,"MXN",2014-05-01,15,NA,1994-05-12,"m",0.05,2025-12-31,19,31,2029-05-01,11,978711.520611778,10.4886277781761,93311.6839791193,124415.58,1647887.37687552,3.61634464978174,1310440.16406365,1646774.88064769,3.62750562753044,1308286.21819584
"P10252","ID0337","n-year term insurance",1500000,"MXN",2024-01-11,20,NA,1998-02-11,"m",0.05,2025-12-31,25,27,2044-01-11,1,81012.3780218103,12.4012461867028,6532.59977280957,8710.13,81018.0648324505,12.0291371259324,2436.55371642756,38731.3523878294,12.2390834738247,-41221.653715569
"P10253","ID0223","h-payment years, whole life insurance",1500000,"MXN",2021-04-06,NA,"up to 65 years of age",1990-03-25,"m",0.05,2025-12-31,31,35,NA,4,292220.661247917,15.30790620904,19089.5251941999,25452.7,334373.463813251,15.30790620904,42152.8055381267,259136.216525146,15.8689460572605,-43794.4259585797
"P10254","ID0807","n-year endowment insurance",1e+06,"MXN",2016-06-17,15,NA,1993-03-27,"f",0.05,2025-12-31,23,32,2031-06-17,9,484383.191503839,10.5900395412144,45739.5073567681,60986.01,747228.192623349,5.19165636819611,509764.38723282,747677.957905171,5.18256014082716,510630.209474607
"P10255","ID0580","n-year endowment insurance",1e+06,"MXN",2013-08-09,10,NA,1997-02-10,"m",0.05,2025-12-31,16,28,2023-08-09,12,616931.434915407,7.86795895423817,78410.6066774902,104547.48,0,0,0,0,0,0
"P10256","ID0710","n-year term insurance",1500000,"MXN",2025-10-22,15,NA,1968-04-06,"f",0.05,2025-12-31,57,57,2040-10-22,0,245713.638425575,9.72404474426452,25268.6659602736,33691.55,245713.638425575,9.72404474426452,0.0336478555109352,259588.332173714,9.64421013907487,15892.0410903528
"P10257","ID0542","n-year endowment insurance",1e+06,"MXN",2010-11-17,10,NA,1988-10-22,"m",0.05,2025-12-31,22,37,2020-11-17,15,618700.924399881,7.83193283559896,78997.2204035844,105329.63,0,0,0,0,0,0
"P10258","ID0988","h-payment years, whole life insurance",2e+06,"MXN",2015-08-04,NA,"up to 65 years of age",2001-02-09,"f",0.05,2025-12-31,14,24,NA,10,136953.65596539,18.4347918227029,7429.08611513199,9905.45,207788.997916221,18.4347918227029,70835.3164210772,222299.011817324,18.3274654035297,86142.6676812789
"P10259","ID0818","n-year endowment insurance",2e+06,"MXN",2014-12-12,15,NA,1980-01-05,"f",0.05,2025-12-31,34,45,2029-12-12,11,975809.502835356,10.518271631844,92772.7992763658,123697.07,1647848.94824913,3.61674046887912,1312313.79903605,1648861.20098574,3.60656652782859,1314269.91679638
"P10260","ID0401","h-payment years, whole life insurance",2e+06,"MXN",2023-01-09,NA,"up to 65 years of age",1980-05-24,"f",0.05,2025-12-31,42,45,NA,2,436687.823502595,13.2313147818632,33004.1141566055,44005.49,472633.40264459,13.2313147818632,35945.5349044905,483541.124887493,13.058133816369,52568.9420813262
"P10261","ID0946","n-year endowment insurance",1e+06,"MXN",2019-02-23,10,NA,1996-06-11,"f",0.05,2025-12-31,22,29,2029-02-23,6,615438.75594575,7.89828040568267,77920.6009833423,103894.13,823060.639930306,3.63407882152462,539891.046795011,823127.97918823,3.63275524403847,540061.520001494
"P10262","ID0056","n-year endowment insurance",1500000,"MXN",2018-08-11,20,NA,1971-06-05,"m",0.05,2025-12-31,47,54,2038-08-11,7,661472.618997236,11.4881330893179,57578.7740144046,76771.7,861880.494848087,8.74393524199852,358415.414934484,842230.720213167,9.01111529112241,323381.74036657
"P10263","ID0397","h-payment years, whole life insurance",2500000,"MXN",2014-11-08,NA,"up to 65 years of age",1995-07-31,"f",0.05,2025-12-31,19,30,NA,11,211021.642138995,17.9124655862536,11780.7144484307,15707.62,333920.441660897,17.9124655862536,122898.789641936,357129.439590608,17.7747089181661,147730.659617735
"P10264","ID0639","n-year endowment insurance",2500000,"MXN",2025-09-08,15,NA,1999-05-13,"m",0.05,2025-12-31,26,26,2040-09-08,0,1233200.34046934,10.4085908386982,118479.087090676,157972.12,1233200.34046934,10.4085908386982,-0.0302819642238319,1215776.32530046,10.5507785310306,-34270.3138475833
"P10265","ID0044","h-payment years, whole life insurance",2e+06,"MXN",2016-07-01,NA,"up to 65 years of age",1969-11-22,"m",0.05,2025-12-31,46,56,NA,9,630924.531003902,11.2701565476189,55981.8781875925,74642.5,818870.948856085,11.2701565476189,187946.45377685,700815.656823803,11.6773817304676,47093.9324614806
"P10266","ID0297","n-year endowment insurance",1e+06,"MXN",2020-05-12,20,NA,1998-06-05,"m",0.05,2025-12-31,21,27,2040-05-12,5,392546.136664036,12.4774784190913,31460.3739216584,41947.17,493280.136187736,10.4085908386982,165821.939159248,486310.530120184,10.5507785310306,154379.054615066
"P10267","ID0355","n-year endowment insurance",1e+06,"MXN",2010-04-29,15,NA,1996-10-02,"m",0.05,2025-12-31,13,29,2025-04-29,15,485900.811087791,10.559153164889,46017.0246136305,61356.03,0,0,0,0,0,0
"P10268","ID0623","h-payment years, whole life insurance",5e+05,"MXN",2015-05-16,NA,"up to 65 years of age",1986-03-08,"m",0.05,2025-12-31,29,39,NA,10,91000.6030865252,15.6931655793604,5798.74102687151,7731.65,126946.930368538,15.6931655793604,35946.3826297915,100547.686206906,16.2576228151617,6273.99912777235
"P10269","ID0959","h-payment years, whole life insurance",2500000,"MXN",2020-04-02,NA,"up to 65 years of age",1974-06-26,"m",0.05,2025-12-31,45,51,NA,5,765184.999657308,11.6182486589302,65860.6148069624,87814.15,887674.18684786,11.6182486589302,122489.213993415,744743.881317002,12.0414702309685,-48314.7234951013
"P10270","ID0072","h-payment years, whole life insurance",2e+06,"MXN",2018-11-27,NA,"up to 65 years of age",1970-12-12,"m",0.05,2025-12-31,47,55,NA,7,650107.157003609,10.9072631879497,59603.1420349188,79470.86,796216.535044032,10.9072631879497,146109.345699502,679004.435043093,11.2931677349642,5896.12102670199
"P10271","ID0925","n-year term insurance",2e+06,"MXN",2023-11-01,15,NA,1994-12-23,"m",0.05,2025-12-31,28,31,2038-11-01,2,94159.2564926548,10.3818151276268,9069.63332857756,12092.84,90622.6969738475,9.40904430745457,5286.14645162837,46359.7183391038,9.52501874508972,-40028.6774219242
"P10272","ID0553","h-payment years, whole life insurance",1500000,"MXN",2018-01-28,NA,"up to 65 years of age",1978-07-29,"m",0.05,2025-12-31,39,47,NA,7,380840.791105614,13.4389098640891,28338.6669720348,37784.89,473193.398252926,13.4389098640891,92352.6000520356,389211.738275674,13.9634343628179,-6493.3852902971
"P10273","ID0201","n-year term insurance",5e+05,"MXN",2013-08-10,20,NA,1986-10-05,"f",0.05,2025-12-31,26,39,2033-08-10,12,10029.0934562945,12.6575017433985,792.343833689388,1056.46,8221.56294767655,6.58142075555745,3006.80711911438,11639.7600892018,6.55788679393972,6443.6512774576
"P10274","ID0288","n-year endowment insurance",2500000,"MXN",2018-12-02,20,NA,1991-06-17,"m",0.05,2025-12-31,27,34,2038-12-02,7,995985.177560212,12.3580648772861,80593.9431011417,107458.59,1362527.14975675,9.34677633816965,609233.594997941,1344106.25325554,9.49696526249034,578708.380965892
"P10275","ID0770","n-year term insurance",1e+06,"MXN",2025-11-06,20,NA,1980-04-24,"f",0.05,2025-12-31,45,45,2045-11-06,0,89578.0437756223,12.1953741441291,7345.24769121131,9793.66,89578.0437756223,12.1953741441291,0.0328203288518125,106631.99430948,12.0414702309685,18184.4453028092
"P10276","ID0620","h-payment years, whole life insurance",2e+06,"MXN",2021-06-18,NA,"up to 65 years of age",1982-10-16,"f",0.05,2025-12-31,38,43,NA,4,371726.443023351,14.4190188750268,25780.2868728585,34373.72,436687.823502595,14.4190188750268,64961.3353889317,450298.780216965,14.2352628537813,83309.5756202559
"P10277","ID0391","n-year term insurance",2e+06,"MXN",2020-03-30,20,NA,2000-03-13,"f",0.05,2025-12-31,20,25,2040-03-30,5,27630.2126250968,12.6972598446163,2176.07680422576,2901.44,26638.1225137781,10.5820873264307,3610.6539244788,36367.3258305608,10.5590503641635,13389.987514112
"P10278","ID0541","n-year endowment insurance",2500000,"MXN",2025-06-10,20,NA,1994-07-18,"m",0.05,2025-12-31,30,31,2045-06-10,0,1005328.25128425,12.2817498625659,81855.4572869487,109140.61,1005328.25128425,12.2817498625659,-0.00261664274148643,975094.784894003,12.5287594818905,-50452.5544036098
"P10279","ID0999","h-payment years, whole life insurance",1e+06,"MXN",2025-08-12,NA,"up to 65 years of age",2006-10-07,"m",0.05,2025-12-31,18,19,NA,0,123437.250083733,17.3734786848333,7104.92425397173,9473.23,123437.250083733,17.3734786848333,0.0304725904716179,87634.3699338912,17.8889039638362,-39464.9063391081
"P10280","ID0953","h-payment years, whole life insurance",2e+06,"MXN",2014-10-25,NA,"up to 65 years of age",1990-10-08,"m",0.05,2025-12-31,24,35,NA,11,306739.417008517,16.5338777358722,18552.1764409211,24736.24,445831.285084334,16.5338777358722,139091.809230441,345514.955366862,17.1101021104129,28085.261196102
"P10281","ID0738","n-year term insurance",5e+05,"MXN",2019-05-03,10,NA,1991-05-26,"m",0.05,2025-12-31,27,34,2029-05-03,6,14719.8668994686,7.80425922843834,1886.1324910672,2514.84,8092.69426151466,3.61160195334143,1280.74346925879,3623.43339211006,3.62750562753044,-3218.51379714393
"P10282","ID0019","n-year endowment insurance",2500000,"MXN",2013-12-26,10,NA,1985-02-24,"m",0.05,2025-12-31,28,40,2023-12-26,12,1550914.66458942,7.79807906523393,198884.193352674,265178.92,0,0,0,0,0,0
"P10283","ID0214","h-payment years, whole life insurance",1e+06,"MXN",2016-03-23,NA,"up to 65 years of age",1986-06-05,"m",0.05,2025-12-31,29,39,NA,9,182001.20617305,15.6931655793604,11597.482053743,15463.31,245870.729084457,15.6931655793604,63869.5159082223,193872.834708299,16.2576228151617,5325.33861786037
"P10284","ID0232","n-year endowment insurance",1500000,"MXN",2019-12-22,20,NA,1990-05-09,"f",0.05,2025-12-31,29,35,2039-12-22,6,577889.695034565,12.6263425869347,45768.5739996113,61024.77,767339.304481291,10.0324507106356,308168.306616634,771258.312170514,9.97920083112445,314524.48554313
"P10285","ID0348","n-year term insurance",2e+06,"MXN",2014-09-06,15,NA,1988-02-23,"m",0.05,2025-12-31,26,37,2029-09-06,11,84660.9090571795,10.4085908386982,8133.75320148213,10845,41064.042433109,3.60356712166189,11753.5283572915,21709.3266230507,3.62064039455664,-7740.05718617438
"P10286","ID0098","n-year term insurance",1500000,"MXN",2018-10-01,15,NA,1987-06-28,"m",0.05,2025-12-31,31,38,2033-10-01,7,83331.2921636162,10.3327398195565,8064.78181187696,10753.04,65699.1193003791,6.48441443332837,13403.7434667611,34919.2802676053,6.55788679393972,-17968.6339904239
"P10287","ID0040","n-year endowment insurance",1500000,"MXN",2016-07-14,15,NA,1982-12-20,"m",0.05,2025-12-31,33,43,2031-07-14,9,748485.73113341,10.2921463481198,72723.9689192865,96965.29,1127547.99722579,5.10123948285103,756565.622865219,1123896.89216649,5.15046925835588,749334.333212069
"P10288","ID0809","h-payment years, whole life insurance",5e+05,"MXN",2018-10-29,NA,"up to 65 years of age",1997-02-05,"f",0.05,2025-12-31,21,28,NA,7,45847.5460869272,17.6699641719583,2594.65982164729,3459.55,61424.1508906993,17.6699641719583,15576.5574773756,65608.1739713584,17.5285318792582,20127.5496241926
"P10289","ID0749","n-year endowment insurance",5e+05,"MXN",2023-09-24,10,NA,1988-07-06,"m",0.05,2025-12-31,35,37,2033-09-24,2,311752.872959058,7.73422804521966,40308.2080249425,53744.28,341965.87751075,6.49301810861465,80243.9400549076,340298.058181938,6.56070883183278,75847.6288395678
"P10290","ID0955","n-year term insurance",5e+05,"MXN",2014-09-07,20,NA,2000-12-13,"f",0.05,2025-12-31,13,25,2034-09-07,11,4733.01607604379,12.7273133857127,371.878646545856,495.84,3614.67932559556,7.27103390009127,910.727238829625,4660.70478605366,7.26587290721007,1958.67196932038
"P10291","ID0379","n-year endowment insurance",5e+05,"MXN",2020-04-18,10,NA,1984-10-01,"f",0.05,2025-12-31,35,41,2030-04-18,5,308644.685851021,7.86067031986413,39264.4231715288,52352.56,392398.03561448,4.42025835600883,218839.155015639,392628.651121082,4.41096237070681,219434.771993454
"P10292","ID0925","h-payment years, whole life insurance",5e+05,"MXN",2012-05-17,NA,"up to 65 years of age",1994-12-23,"m",0.05,2025-12-31,17,31,NA,13,59383.057991282,17.5002665614519,3393.26591299392,4524.35,94147.0655541408,17.5002665614519,34764.0672911621,71425.8879181216,17.9975523930024,10355.4682911611
"P10293","ID1008","h-payment years, whole life insurance",5e+05,"MXN",2017-01-05,NA,"up to 65 years of age",2001-09-25,"m",0.05,2025-12-31,15,24,NA,8,54818.062304988,17.7447089126413,3089.26241477738,4119.02,74053.5919799301,17.7447089126413,19235.4838009193,53363.4062468894,18.2169572129064,-2913.60207744001
"P10294","ID0259","n-year endowment insurance",1500000,"MXN",2013-10-04,15,NA,1994-05-12,"m",0.05,2025-12-31,19,31,2028-10-04,12,734033.640458834,10.4886277781761,69983.7629843395,93311.68,1296873.04201119,2.78161018257213,1102205.5025805,1296353.53543378,2.78850948311267,1101203.1570099
"P10295","ID0235","h-payment years, whole life insurance",1e+06,"MXN",2024-04-26,NA,"up to 65 years of age",1975-05-21,"f",0.05,2025-12-31,48,50,NA,1,275862.610937749,11.0153833548644,25043.3963168362,33391.2,286507.390823623,11.0153833548644,10644.7393144121,287865.664291358,10.8877157799103,15200.2429287533
"P10296","ID0726","n-year endowment insurance",1e+06,"MXN",2023-06-07,15,NA,1990-07-17,"m",0.05,2025-12-31,32,35,2038-06-07,2,497969.795598581,10.3129650078481,48285.8028917609,64381.07,545010.859902698,9.34677633816965,93694.2636261655,537642.501302214,9.49696526249034,79073.912288245
"P10297","ID0327","h-payment years, whole life insurance",1e+06,"MXN",2023-08-19,NA,"up to 65 years of age",1981-03-02,"f",0.05,2025-12-31,42,44,NA,2,218343.911751298,13.2313147818632,16502.0570783028,22002.74,236316.701322295,13.2313147818632,17972.8170696755,241770.562443746,13.058133816369,26284.5200086648
"P10298","ID0608","h-payment years, whole life insurance",1e+06,"MXN",2019-11-04,NA,"up to 65 years of age",2007-06-09,"f",0.05,2025-12-31,12,18,NA,6,62772.1407346281,18.6172052265093,3371.72738716153,4495.64,80984.6695319619,18.6172052265093,18212.4801535838,87634.3699338912,18.5329454858678,25146.2816508262
"P10299","ID0315","n-year endowment insurance",1500000,"MXN",2010-12-24,20,NA,1994-07-26,"m",0.05,2025-12-31,16,31,2030-12-24,15,582271.585459651,12.5666516193633,46334.66440356,61779.55,1178310.66540526,4.4052410443689,974195.308383283,1176843.22696375,4.42495148670087,971814.593248595
"P10300","ID0257","n-year endowment insurance",2e+06,"MXN",2025-04-04,20,NA,1999-01-14,"m",0.05,2025-12-31,26,26,2045-04-04,0,794614.845304591,12.3802526217292,64184.0574327155,85578.74,794614.845304591,12.3802526217292,0.0301176330540329,772296.804652235,12.6082108600668,-36949.2946418882
"P10301","ID0887","n-year endowment insurance",1500000,"MXN",2020-09-03,15,NA,1975-01-13,"f",0.05,2025-12-31,45,50,2035-09-03,5,746459.476799319,10.3198633250045,72332.3025984937,96443.07,938044.084334346,7.69657354978078,381333.198118104,942444.517337721,7.6368443438643,390053.982111914
"P10302","ID0005","h-payment years, whole life insurance",1500000,"MXN",2020-03-14,NA,"up to 65 years of age",1961-06-22,"m",0.05,2025-12-31,58,64,NA,5,667326.098389494,5.5802174167997,119587.831180279,159450.44,764289.517040985,5.5802174167997,96963.4252377035,666345.780300641,5.68157487767174,-13101.4303026377
"P10303","ID0470","n-year endowment insurance",5e+05,"MXN",2014-09-17,15,NA,2006-06-06,"m",0.05,2025-12-31,8,19,2029-09-17,11,241410.888223738,10.6219989283002,22727.4442271451,30303.26,411679.920746666,3.62807569429745,329223.029948683,411522.625158485,3.63438243576376,328922.398240698
"P10304","ID0838","n-year term insurance",2500000,"MXN",2022-12-02,20,NA,1980-07-30,"m",0.05,2025-12-31,42,45,2042-12-02,3,336147.942687307,11.7920683389702,28506.2749828553,38008.37,337089.000917132,10.6832363070878,32549.7021492125,222126.409425861,11.0177454617613,-91948.500131471
"P10305","ID0096","h-payment years, whole life insurance",2500000,"MXN",2010-12-22,NA,"up to 65 years of age",1986-10-14,"m",0.05,2025-12-31,24,39,NA,15,383424.271260646,16.5338777358722,23190.2205511513,30920.29,634734.65184269,16.5338777358722,251310.431029407,502738.43103453,17.1101021104129,105951.441646846
"P10306","ID0978","n-year endowment insurance",1500000,"MXN",2012-04-02,20,NA,2001-04-03,"m",0.05,2025-12-31,10,24,2032-04-02,13,573900.920861157,12.6807137874952,45257.7773206345,60343.7,1069925.65498135,5.88918096880514,803394.427760881,1067452.06338818,5.92258614613349,799408.992168353
"P10307","ID0752","h-payment years, whole life insurance",2500000,"MXN",2013-11-22,NA,"up to 65 years of age",1998-07-27,"m",0.05,2025-12-31,15,27,NA,12,274090.31152494,17.7447089126413,15446.3120738869,20595.08,425070.812134849,17.7447089126413,150980.537410428,314547.448358306,18.2169572129064,33162.679991017
"P10308","ID0235","n-year endowment insurance",1500000,"MXN",2015-07-16,15,NA,1975-05-21,"f",0.05,2025-12-31,40,50,2030-07-16,10,738004.513510503,10.4347460165802,70725.6805616406,94300.91,1179649.84318596,4.387258886856,869357.964108875,1180989.9707701,4.36922029785823,871973.883211226
"P10309","ID0008","n-year endowment insurance",1500000,"MXN",2023-07-22,20,NA,1985-01-03,"m",0.05,2025-12-31,38,40,2043-07-22,2,624735.854025999,11.988453644975,52111.4626228596,69481.95,678570.947911277,11.2513770299499,92245.2357416812,654897.966189602,11.5736974848886,51775.6637194854
"P10310","ID0339","h-payment years, whole life insurance",5e+05,"MXN",2021-02-13,NA,"up to 65 years of age",1999-01-10,"m",0.05,2025-12-31,22,26,NA,4,71484.2685844161,16.8307449877829,4247.24328223767,5662.99,82158.3563601558,16.8307449877829,10674.1009413824,60341.8843236635,17.3959394599009,-13542.8890778545
"P10311","ID1024","n-year endowment insurance",1500000,"MXN",2018-02-23,15,NA,1998-06-20,"m",0.05,2025-12-31,19,27,2033-02-23,7,734033.640458834,10.4886277781761,69983.7629843395,93311.68,1021078.41392674,6.55820871263878,562110.309351522,1017488.98130292,6.60682075563886,555118.823177274
"P10312","ID0606","n-year endowment insurance",1500000,"MXN",2024-02-19,20,NA,1982-07-16,"m",0.05,2025-12-31,41,43,2044-02-19,1,635287.417872662,11.8447590651423,53634.4736417846,71512.63,661262.090732978,11.489139398119,45048.1596358963,634539.613843352,11.8530893821353,-1194.58266282384
"P10313","ID0236","h-payment years, whole life insurance",1e+06,"MXN",2018-05-29,NA,"up to 65 years of age",1978-07-23,"f",0.05,2025-12-31,39,47,NA,7,193561.844267382,14.141109807978,13687.8821320078,18250.51,255484.112645005,14.141109807978,61922.2631738052,259474.492183783,13.9634343628179,68344.6433290687
"P10314","ID0958","n-year endowment insurance",2500000,"MXN",2017-11-10,15,NA,1985-08-29,"m",0.05,2025-12-31,32,40,2032-11-10,8,1244924.48899645,10.3129650078481,120714.507229402,160952.68,1793087.75417594,5.80911124826333,1091843.73630635,1785164.43740643,5.87337271681606,1076163.12784861
"P10315","ID0958","h-payment years, whole life insurance",5e+05,"MXN",2013-07-29,NA,"up to 65 years of age",1985-08-29,"m",0.05,2025-12-31,27,40,NA,12,85014.1624269697,16.0484989876875,5297.32796146189,7063.1,126946.930368538,16.0484989876875,41932.8154685865,100547.686206906,16.6242612838102,12483.5713016463
"P10316","ID0983","n-year endowment insurance",2500000,"MXN",2025-08-27,10,NA,1980-02-27,"m",0.05,2025-12-31,45,45,2035-08-27,0,1577171.18644174,7.58446161890794,207947.67851549,277263.57,1577171.18644174,7.58446161890794,0.00770194595679641,1560001.19635794,7.72420106504185,-46228.4756605446
"P10317","ID0246","n-year endowment insurance",5e+05,"MXN",2022-06-25,20,NA,1992-11-12,"m",0.05,2025-12-31,29,33,2042-06-25,3,200396.115919117,12.3090955014776,16280.3283064187,21707.1,228761.81884957,11.1439677250202,47334.4024967308,223536.201183084,11.3572992869905,38635.6776686103
"P10318","ID0246","h-payment years, whole life insurance",1e+06,"MXN",2016-06-13,NA,"up to 65 years of age",1992-11-12,"m",0.05,2025-12-31,23,33,NA,9,148107.18395986,16.6847193648582,8876.81600877312,11835.75,201577.884688696,16.6847193648582,53470.7592717307,153911.546049907,17.2565780581739,728.138235883205
"P10319","ID0558","h-payment years, whole life insurance",2e+06,"MXN",2015-01-03,NA,"up to 65 years of age",1965-01-01,"m",0.05,2025-12-31,50,60,NA,10,710139.349478288,9.71989027608497,73060.4285961468,97413.9,939672.198179737,9.71989027608497,229532.883655602,815799.708098076,10.0304869415983,82968.0691879543
